sample_name,R_vfs,R_n,R_intph0,R_intph1,R_area_m,R_area_v,R_area_s,R_area_k,R_comp_m,R_comp_v,R_comp_s,R_comp_k,R_eccen_m,R_eccen_v,R_eccen_s,R_eccen_k,R_els_m,R_els_v,R_els_s,R_els_k,P_locvf_m,P_locvf_v,P_locvf_s,P_locvf_k,P_nbd_m,P_nbd_v,P_nbd_s,P_nbd_k,P_ncd_m,P_ncd_v,P_ncd_s,P_ncd_k,P_ornang_m,P_ornang_v,P_ornang_s,P_ornang_k,P_pores_m,P_pores_v,P_pores_s,P_pores_k,P_rc_m,P_rc_v,P_rc_s,P_rc_k,P_rctan_m,P_rctan_v,P_rctan_s,P_rctan_k,P_rnds_m,P_rnds_v,P_rnds_s,P_rnds_k,P_ttst_m,P_ttst_v,P_ttst_s,P_ttst_k
sample7-20rpm-60kx-5,4.100934e-03,11,7.423346e-04,7.423346e-04,1.430594e+03,1.127508e+06,5.189895e-01,1.982559e+00,1.438497e-01,1.087780e-03,4.172355e-01,1.937835e+00,7.835502e-01,2.426153e-02,-1.209699e+00,3.988219e+00,6.535008e-01,4.364817e-02,5.809908e-01,2.857842e+00,6.164366e-03,5.034260e-05,2.152449e+00,6.548987e+00,1.929249e+02,3.520040e+04,7.130734e-01,2.410494e+00,2.472321e+02,4.079963e+04,6.683891e-01,2.294141e+00,4.465185e-01,4.007528e-01,3.458145e-01,1.648395e+00,1.007053e+01,1.341932e+01,3.403546e-01,1.844582e+00,1.985966e+01,6.706271e+01,1.348305e-01,1.692711e+00,5.832282e-01,1.749858e-02,-1.991044e-01,2.347058e+00,4.886359e-01,5.018758e-02,1.018655e+00,3.063624e+00,3.446321e-01,3.993554e-03,-6.129457e-01,3.219022e+00
sample7-20rpm-60kx-6,1.253215e-02,21,1.945327e-03,1.939948e-03,2.289986e+03,5.052562e+06,8.675787e-01,2.449928e+00,1.346672e-01,1.420227e-03,4.147721e-01,1.903078e+00,8.320165e-01,9.133553e-03,-5.306046e-02,1.935305e+00,5.792885e-01,3.218528e-02,-1.078102e+00,3.989186e+00,1.761423e-02,2.217504e-04,6.871237e-01,2.443147e+00,1.274311e+02,4.455607e+04,2.457136e+00,8.372322e+00,1.868970e+02,4.592729e+04,2.140196e+00,7.193668e+00,8.333849e-02,2.549087e-01,1.102569e+00,5.179398e+00,1.185271e+01,3.021930e+01,-4.309810e-02,2.336900e+00,2.349307e+01,1.858506e+02,3.156495e-01,1.859898e+00,7.698461e+13,1.244592e+29,4.248529e+00,1.905000e+01,4.365538e-01,2.982314e-02,1.940787e-01,2.467260e+00,3.615308e-01,1.967263e-02,3.267851e+00,1.412200e+01
sample7-20rpm-60kx-7,8.970121e-03,20,1.680278e-03,1.690547e-03,1.721055e+03,2.112863e+06,4.705815e-01,2.035621e+00,1.320543e-01,2.285500e-03,1.072185e+00,3.236503e+00,7.789650e-01,4.736739e-02,-2.427551e+00,9.293098e+00,6.234712e-01,3.113072e-02,1.591291e-01,2.837199e+00,1.483122e-02,2.107059e-04,1.864674e+00,6.848050e+00,9.591160e+01,1.971010e+04,1.776435e+00,5.206486e+00,1.555774e+02,2.100383e+04,1.496973e+00,4.220833e+00,5.981952e-02,4.827596e-01,1.925781e-01,2.763427e+00,9.766128e+00,2.555226e+01,7.565969e-02,2.084930e+00,2.071206e+01,1.250941e+02,-1.045286e-01,1.755497e+00,5.696749e-01,2.884598e-02,1.126704e+00,3.441580e+00,4.869948e-01,8.573812e-02,1.367530e+00,3.573447e+00,3.009590e-01,8.330463e-03,-1.544711e+00,7.306735e+00
sample7-20rpm-60kx-8,7.679104e-03,19,1.336985e-03,1.310089e-03,1.550898e+03,1.059468e+06,7.349780e-01,3.233300e+00,1.471004e-01,1.080234e-03,8.709674e-02,1.996739e+00,7.968212e-01,2.166034e-02,-8.345028e-01,2.635606e+00,6.254232e-01,2.875918e-02,-1.048210e-01,2.033760e+00,2.970362e-02,3.620047e-03,3.451319e+00,1.407687e+01,1.533487e+02,7.748795e+04,2.200329e+00,7.002883e+00,1.972715e+02,7.932265e+04,2.120875e+00,6.683876e+00,1.708130e-02,3.118076e-01,-1.847772e-01,3.904773e+00,1.146849e+01,1.295682e+01,1.051671e-01,2.105090e+00,2.090426e+01,5.982692e+01,-5.388368e-02,2.415929e+00,6.284971e-01,1.401095e-02,3.904209e-01,2.337898e+00,5.247021e-01,4.758836e-02,9.344781e-01,3.934474e+00,3.443388e-01,2.179196e-03,-1.204510e+00,4.138901e+00
sample7-20rpm-60kx-9,1.423199e-02,14,1.742873e-03,1.795687e-03,3.900893e+03,1.019257e+07,4.522892e-01,1.838158e+00,1.279495e-01,1.180519e-03,-3.391969e-01,2.164206e+00,8.778173e-01,5.990381e-03,-2.493445e-01,2.314440e+00,4.941937e-01,3.212782e-02,-1.237238e+00,4.198572e+00,3.659583e-02,2.297119e-03,1.742622e+00,5.389177e+00,2.038547e+02,2.186539e+04,6.121444e-01,2.698232e+00,2.859244e+02,2.267390e+04,1.164949e-01,2.400652e+00,-1.360758e-02,2.882738e-01,1.643742e+00,6.977226e+00,1.727442e+01,6.798305e+01,3.472212e-02,2.952224e+00,3.171423e+01,2.540465e+02,-7.727170e-02,1.815944e+00,4.164681e+13,2.428239e+28,3.328201e+00,1.207692e+01,3.723446e-01,2.214910e-02,-6.175145e-01,3.049994e+00,3.833439e-01,3.080965e-02,2.817008e+00,1.009478e+01
sample7-20rpm-60kx,8.831239e-03,17,1.334051e-03,1.335029e-03,1.993421e+03,4.652110e+06,2.046503e+00,6.922755e+00,1.448740e-01,9.713941e-04,1.995670e-01,3.209038e+00,8.202087e-01,1.433573e-02,-4.332007e-01,1.918970e+00,5.918317e-01,2.458630e-02,-3.193819e-01,1.951288e+00,1.500025e-02,3.428567e-04,2.110580e+00,6.907813e+00,1.796720e+02,3.936754e+04,6.883651e-01,1.972164e+00,2.301484e+02,3.661388e+04,6.481542e-01,1.932133e+00,-1.089658e-01,7.675680e-01,5.558009e-01,2.343909e+00,1.174709e+01,3.015578e+01,1.619788e-01,3.139511e+00,2.225121e+01,1.481222e+02,7.760457e-01,3.770345e+00,6.303210e-01,1.746504e-02,1.048419e+00,5.060006e+00,5.461918e-01,4.413142e-02,5.814626e-01,2.715122e+00,3.455187e-01,9.328248e-03,2.161344e+00,8.343627e+00
sample8-195rpm-60kx-1,1.565602e-02,44,2.465157e-03,2.471025e-03,1.365385e+03,5.877505e+06,4.080016e+00,2.082428e+01,1.560935e-01,1.260882e-03,-4.693312e-01,2.335103e+00,7.988104e-01,3.017047e-02,-1.334970e+00,4.659442e+00,5.941389e-01,3.983985e-02,-9.490543e-02,2.157867e+00,2.262201e-02,4.483344e-04,1.273725e+00,4.262221e+00,8.542524e+01,1.048322e+04,1.439353e+00,4.194117e+00,1.298496e+02,1.055099e+04,1.197173e+00,3.902489e+00,-3.790848e-01,4.775267e-01,8.045554e-01,3.200572e+00,9.414158e+00,2.360600e+01,1.209301e+00,4.496976e+00,1.737237e+01,1.359049e+02,2.463649e+00,1.004765e+01,6.538155e-01,1.461897e-02,-4.886865e-01,2.645549e+00,5.200627e-01,5.902518e-02,5.176357e-01,2.618876e+00,3.746475e-01,1.983800e-03,-8.718158e-01,5.566333e+00
sample8-195rpm-60kx-10,4.613037e-02,93,4.997799e-03,4.934227e-03,1.903401e+03,8.004961e+07,9.280791e+00,8.837864e+01,1.714751e-01,9.086914e-04,-4.347394e-01,2.766256e+00,8.112559e-01,2.195223e-02,-1.162117e+00,3.799133e+00,5.818957e-01,3.222724e-02,5.953553e-02,2.198775e+00,4.683759e-02,5.069172e-03,3.499267e+00,1.749675e+01,6.221448e+01,2.279716e+03,9.143712e-01,3.740562e+00,1.055122e+02,2.870876e+03,1.138446e+00,5.201269e+00,3.416371e-01,9.416517e-01,-5.850901e-01,1.943321e+00,9.600793e+00,3.787364e+01,3.747532e+00,2.254932e+01,1.749239e+01,3.031473e+02,6.860561e+00,5.841582e+01,7.036610e-01,1.537793e-02,-3.738495e-01,2.353660e+00,6.322010e-01,6.392471e-02,3.640538e-01,2.546856e+00,3.738352e-01,3.327342e-03,-2.505250e-01,3.167766e+00
sample8-195rpm-60kx-2,1.859064e-02,59,3.464717e-03,3.470585e-03,1.209118e+03,1.794914e+06,2.289725e+00,7.969455e+00,1.401232e-01,9.577748e-04,1.883908e-01,2.619863e+00,7.844475e-01,1.825398e-02,-1.193605e+00,4.332914e+00,6.448978e-01,2.335069e-02,1.803789e-01,2.229819e+00,2.445360e-02,5.809667e-04,1.999101e+00,7.783743e+00,6.333985e+01,4.905084e+03,1.464186e+00,5.108882e+00,1.049155e+02,5.442067e+03,1.275186e+00,4.223167e+00,-4.758858e-02,6.737320e-01,7.945782e-02,2.258820e+00,9.720618e+00,2.692222e+01,1.220771e+00,4.221195e+00,1.755482e+01,7.802504e+01,1.346171e+00,4.523617e+00,6.111916e-01,1.244989e-02,-2.557594e-01,2.329024e+00,5.414863e-01,3.379111e-02,9.643198e-01,3.778901e+00,3.246049e-01,3.975873e-03,-2.080985e-01,2.527549e+00
sample8-195rpm-60kx-3,1.899702e-02,41,3.074478e-03,3.104308e-03,1.777984e+03,4.040004e+06,1.950942e+00,6.619836e+00,1.429207e-01,1.170458e-03,-4.782665e-01,2.557325e+00,8.182744e-01,1.887459e-02,-1.353751e+00,4.325086e+00,5.966127e-01,2.833453e-02,2.224724e-01,2.652063e+00,3.067128e-02,2.084699e-03,2.804604e+00,1.087417e+01,9.692775e+01,1.038121e+04,1.659346e+00,5.355325e+00,1.494979e+02,1.111029e+04,1.533064e+00,4.873788e+00,-5.276169e-01,4.298839e-01,4.622141e-01,2.688996e+00,1.105722e+01,3.958094e+01,1.296089e+00,3.736902e+00,2.083711e+01,1.350590e+02,1.018232e+00,3.427631e+00,6.148687e-01,1.345236e-02,-3.247571e-01,2.830523e+00,4.936234e-01,4.467731e-02,6.371912e-01,2.801736e+00,3.476789e-01,4.774239e-03,-7.435301e-01,4.154562e+00
sample8-195rpm-60kx-4,1.525943e-02,75,3.371314e-03,3.268130e-03,7.807343e+02,6.888200e+05,3.026858e+00,1.504305e+01,1.580443e-01,1.064537e-03,-2.161924e-01,2.225706e+00,7.852401e-01,2.922940e-02,-1.314700e+00,4.311971e+00,6.215403e-01,3.162842e-02,1.020822e-01,2.109172e+00,2.822869e-02,1.458159e-03,3.540460e+00,1.788583e+01,5.255555e+01,3.172096e+03,1.553195e+00,4.748953e+00,8.935015e+01,2.941978e+03,1.321318e+00,3.905918e+00,-2.649803e-01,1.042051e+00,5.095454e-01,1.856334e+00,7.892793e+00,8.017759e+00,8.555545e-01,3.386043e+00,1.438894e+01,4.203420e+01,1.665092e+00,6.184333e+00,6.642644e-01,1.481103e-02,-1.625873e-01,1.994995e+00,6.270841e-01,5.648119e-02,2.168001e-01,2.187937e+00,3.490576e-01,3.235974e-03,-7.686895e-01,3.376439e+00
sample8-195rpm-60kx-5,2.061030e-02,40,2.986454e-03,3.007971e-03,1.977200e+03,6.966542e+06,2.418557e+00,9.341929e+00,1.473249e-01,1.265833e-03,-3.381652e-01,2.144704e+00,7.901139e-01,1.283522e-02,-7.155403e-01,3.106633e+00,6.465122e-01,2.235201e-02,-2.484092e-02,3.058266e+00,2.784063e-02,1.308581e-03,2.486510e+00,9.655774e+00,9.137857e+01,4.857720e+03,7.565423e-01,2.698554e+00,1.417518e+02,6.203940e+03,3.420936e-01,1.961090e+00,-2.977835e-01,1.038015e+00,5.942034e-01,1.929789e+00,1.173746e+01,5.352120e+01,1.522463e+00,5.075544e+00,2.123771e+01,1.828942e+02,1.301047e+00,4.248605e+00,6.265055e-01,1.089415e-02,-2.992125e-01,2.265562e+00,5.898400e-01,5.097980e-02,6.763670e-01,2.998731e+00,3.279893e-01,4.781582e-03,-3.903886e-01,2.856621e+00
sample8-195rpm-60kx-6,1.288572e-02,66,2.853440e-03,2.726295e-03,7.491883e+02,4.496839e+05,1.701464e+00,5.885414e+00,1.627176e-01,1.117869e-03,-4.065681e-01,1.982805e+00,7.544903e-01,2.770742e-02,-9.832101e-01,3.193967e+00,6.729994e-01,2.991388e-02,-4.381333e-02,2.861037e+00,2.626151e-02,1.326506e-03,4.140833e+00,2.516431e+01,6.870563e+01,6.170206e+03,1.417642e+00,4.294392e+00,1.019834e+02,7.035818e+03,1.279481e+00,3.642067e+00,5.909990e-02,5.895407e-01,-2.153606e-01,2.254012e+00,8.169263e+00,8.048023e+00,7.692580e-01,3.208763e+00,1.421250e+01,3.704020e+01,9.955695e-01,3.200222e+00,6.638153e-01,1.623752e-02,-7.176773e-01,2.430382e+00,5.954623e-01,4.635635e-02,1.904209e-01,2.655640e+00,3.669177e-01,2.554826e-03,-1.819841e-01,2.583441e+00
sample8-195rpm-60kx-7,1.689276e-02,78,3.432931e-03,3.344418e-03,8.310599e+02,4.545797e+05,1.620275e+00,5.621210e+00,1.676250e-01,1.077891e-03,-4.775557e-01,2.370581e+00,7.817129e-01,2.849743e-02,-1.227268e+00,3.872460e+00,6.169662e-01,3.317454e-02,-1.941032e-01,2.639132e+00,2.485427e-02,6.104148e-04,3.050558e+00,1.628941e+01,7.171793e+01,5.490073e+03,1.002249e+00,2.843434e+00,1.061262e+02,6.127478e+03,9.879115e-01,2.848295e+00,1.091138e-01,4.965102e-01,-1.165254e-01,2.551490e+00,8.715521e+00,1.020192e+01,1.227009e+00,5.526358e+00,1.515331e+01,3.536524e+01,8.611901e-01,3.161144e+00,6.896746e-01,1.030090e-02,-4.562703e-01,3.282725e+00,5.639648e-01,4.917980e-02,4.855255e-01,3.090750e+00,3.842309e-01,2.677375e-03,-5.149361e-01,2.834330e+00
sample8-195rpm-60kx-8,2.005477e-02,70,3.518509e-03,3.451514e-03,1.099375e+03,1.533858e+06,2.421572e+00,9.333267e+00,1.725594e-01,1.404292e-03,-6.826496e-01,2.503888e+00,7.510307e-01,2.737094e-02,-3.331390e-01,1.777961e+00,6.592693e-01,3.241492e-02,-2.313351e-01,1.776868e+00,2.905849e-02,1.197431e-03,2.281706e+00,8.850470e+00,7.727144e+01,3.619338e+03,1.209325e+00,4.694269e+00,1.178321e+02,3.713343e+03,1.452572e+00,5.619574e+00,8.667555e-02,7.540584e-01,-1.558506e-02,1.890377e+00,9.602267e+00,1.312293e+01,1.537166e+00,6.835898e+00,1.670932e+01,7.176601e+01,1.399509e+00,4.703679e+00,7.041693e-01,1.438480e-02,-3.625750e-01,2.426692e+00,6.641669e-01,6.117635e-02,-2.024390e-01,1.855136e+00,3.634761e-01,3.307652e-03,-6.931877e-01,3.210974e+00
sample8-195rpm-60kx-9,2.362218e-02,99,4.714167e-03,4.562570e-03,9.156114e+02,1.173020e+06,4.388750e+00,2.989540e+01,1.671476e-01,1.141903e-03,-6.996981e-01,2.967511e+00,7.926567e-01,2.029187e-02,-9.001649e-01,3.746888e+00,6.148661e-01,2.972657e-02,-3.961666e-01,2.540503e+00,3.727076e-02,1.627171e-03,2.033512e+00,7.506535e+00,4.980230e+01,2.817375e+03,1.652183e+00,6.356969e+00,8.693773e+01,2.884616e+03,1.454216e+00,6.042428e+00,3.851043e-02,1.030854e+00,-1.309311e-01,1.608453e+00,8.628999e+00,9.032706e+00,1.054819e+00,4.177115e+00,1.547033e+01,5.264893e+01,1.975289e+00,9.014353e+00,6.775017e-01,1.843064e-02,-3.982596e-01,2.440786e+00,6.401258e-01,6.897698e-02,3.256703e-01,2.620788e+00,3.617208e-01,2.952283e-03,5.176050e-02,3.097727e+00
sample8-20rpm-60kx-1,2.683114e-02,26,2.649029e-03,2.676904e-03,3.959972e+03,7.604946e+07,3.872086e+00,1.759991e+01,1.585313e-01,1.402291e-03,-6.617788e-01,3.094550e+00,7.668624e-01,3.321836e-02,-1.401207e+00,4.718877e+00,6.228428e-01,3.204896e-02,-3.281398e-02,3.284062e+00,4.049124e-02,3.957922e-03,2.122507e+00,6.569345e+00,9.567115e+01,4.800972e+03,1.735794e-01,1.550582e+00,1.583738e+02,6.185756e+03,-3.974608e-02,1.912490e+00,1.548625e-01,6.477749e-01,-3.643377e-01,2.374484e+00,1.504055e+01,7.390929e+01,1.357057e+00,4.151392e+00,2.717809e+01,5.427238e+02,2.601788e+00,1.016305e+01,6.657769e-01,1.232687e-02,-5.523583e-01,2.834335e+00,5.822408e-01,6.375523e-02,5.100328e-01,2.804488e+00,3.486169e-01,2.747243e-03,-2.551591e-01,2.680352e+00
sample8-20rpm-60kx-10,2.371656e-02,16,1.727713e-03,1.714020e-03,5.687981e+03,1.091853e+08,2.112999e+00,5.870267e+00,1.665562e-01,1.309231e-03,-8.084178e-01,3.338607e+00,8.042951e-01,2.576969e-02,-7.972951e-01,2.653625e+00,5.764539e-01,3.942239e-02,1.166897e-01,1.664648e+00,4.290292e-02,5.236397e-03,2.564889e+00,9.043861e+00,1.173490e+02,2.707560e+04,1.956264e+00,5.878814e+00,1.915042e+02,3.026486e+04,1.425251e+00,4.329688e+00,-3.873333e-01,8.614636e-01,4.594269e-01,2.106644e+00,1.701057e+01,1.827490e+02,1.174113e+00,3.382142e+00,3.100053e+01,9.061414e+02,1.556797e+00,4.222994e+00,7.069120e-01,1.521318e-02,-7.362639e-01,2.973045e+00,6.145171e-01,7.577651e-02,-7.851371e-03,1.832628e+00,3.702014e-01,4.132822e-03,-9.901657e-01,4.272874e+00
sample8-20rpm-60kx-2a,2.242359e-02,21,1.696904e-03,1.727224e-03,4.097436e+03,9.484335e+07,3.159261e+00,1.238708e+01,1.484946e-01,7.376117e-04,4.963173e-01,2.608842e+00,8.008416e-01,3.235528e-02,-1.470737e+00,4.039494e+00,5.993789e-01,3.022714e-02,4.433192e-01,2.825543e+00,2.554619e-02,2.259253e-03,2.185312e+00,6.476889e+00,1.125953e+02,1.765267e+04,9.531918e-01,2.504095e+00,1.697932e+02,2.611776e+04,1.044486e+00,2.613421e+00,-2.593426e-01,6.411358e-01,4.394775e-01,2.745224e+00,1.293248e+01,1.789578e+02,2.278072e+00,7.393324e+00,2.436961e+01,7.458953e+02,2.288803e+00,7.421036e+00,6.525912e-01,1.143123e-02,1.782875e-01,1.920477e+00,5.404954e-01,5.143532e-02,9.324599e-01,3.685022e+00,3.512457e-01,2.834940e-03,-7.604015e-01,3.343661e+00
sample8-20rpm-60kx-2b,1.181354e-01,10,2.229938e-03,2.317962e-03,4.533214e+04,1.886709e+10,2.665366e+00,8.107047e+00,1.576965e-01,1.643908e-03,-3.344472e-02,1.845363e+00,8.529865e-01,1.229358e-02,-5.995901e-01,1.743347e+00,5.345003e-01,2.958807e-02,-2.351659e-02,1.932436e+00,5.914135e-02,1.224503e-02,1.743571e+00,4.478993e+00,2.123229e+02,8.746048e+04,2.095252e+00,6.221472e+00,3.879399e+02,1.172912e+05,9.616734e-01,2.579817e+00,-2.245857e-01,1.554964e-01,-1.550687e-01,3.340062e+00,2.724594e+01,2.667598e+03,2.573961e+00,7.819258e+00,5.530278e+01,1.263475e+04,2.587851e+00,7.861258e+00,6.997279e-01,7.692082e-03,-3.385740e-01,2.323386e+00,4.859678e-01,5.026182e-02,8.611714e-01,2.887049e+00,3.770543e-01,1.953649e-03,3.156552e-01,1.686276e+00
sample8-20rpm-60kx-3,1.277617e-02,25,1.949240e-03,1.914030e-03,1.961043e+03,4.495850e+06,1.719890e+00,5.313707e+00,1.445613e-01,1.062679e-03,-2.465567e-01,1.886661e+00,8.247570e-01,1.534927e-02,-4.032547e-01,2.114058e+00,5.790415e-01,3.519410e-02,-5.549483e-01,2.260771e+00,1.655771e-02,3.059815e-04,2.403571e+00,9.858157e+00,5.172212e+01,2.978823e+03,7.854219e-01,2.295807e+00,1.074527e+02,4.171742e+03,5.710353e-01,2.820743e+00,6.192375e-01,5.333774e-01,-1.232634e+00,4.053785e+00,1.145328e+01,3.263482e+01,9.869310e-01,3.137417e+00,2.207595e+01,1.425749e+02,9.260305e-01,3.110927e+00,6.224170e-01,1.225409e-02,-1.468820e-01,2.364480e+00,5.671639e-01,6.625844e-02,2.576375e-01,2.518036e+00,3.351829e-01,4.140696e-03,5.334564e-02,2.001810e+00
sample8-20rpm-60kx-4,5.091203e-03,12,6.660472e-04,6.459974e-04,1.628042e+03,7.969165e+06,2.805081e+00,9.309077e+00,1.682682e-01,7.302206e-04,-1.545666e-01,1.849876e+00,7.112353e-01,3.631317e-02,-7.121991e-01,2.633640e+00,6.853489e-01,3.219884e-02,-1.018172e-01,1.871885e+00,1.568302e-02,1.431014e-03,2.828181e+00,9.338982e+00,2.157668e+02,4.210225e+04,6.137182e-01,1.995025e+00,2.630757e+02,4.193534e+04,4.018561e-01,1.968096e+00,1.637613e-01,2.709101e-01,7.948427e-01,2.559639e+00,1.167417e+01,6.422441e+01,2.145941e+00,7.099271e+00,1.882034e+01,1.789273e+02,2.174480e+00,7.093400e+00,6.855276e-01,1.848083e-02,-3.245981e-01,1.552084e+00,6.095000e-01,6.003945e-02,5.978363e-01,2.505557e+00,3.696247e-01,1.553129e-03,1.136021e-01,2.176978e+00
sample8-20rpm-60kx-5,5.325933e-03,20,1.035258e-03,1.007873e-03,1.021862e+03,1.509636e+06,2.065950e+00,6.676883e+00,1.561355e-01,1.184764e-03,-3.849038e-01,2.340739e+00,7.639322e-01,2.958695e-02,-5.344123e-01,2.008485e+00,6.567910e-01,3.702871e-02,2.192593e-02,1.765814e+00,1.929543e-02,2.535611e-03,3.799791e+00,1.618173e+01,9.246574e+01,1.975783e+04,2.047519e+00,7.031434e+00,1.340345e+02,2.382492e+04,2.066299e+00,7.034368e+00,1.873231e-01,7.353436e-01,5.006640e-02,2.027154e+00,8.728713e+00,1.826770e+01,2.125330e+00,7.943640e+00,1.589899e+01,7.630592e+01,1.420760e+00,4.091897e+00,6.438548e-01,1.348685e-02,1.620517e-01,2.965836e+00,5.682590e-01,5.271785e-02,7.612243e-01,2.785125e+00,3.524597e-01,3.460317e-03,-8.359305e-01,2.565359e+00
sample8-20rpm-60kx-6,1.126705e-02,31,1.989339e-03,1.977603e-03,1.394682e+03,3.291869e+06,2.757300e+00,1.081815e+01,1.484141e-01,1.297190e-03,6.570986e-02,2.266152e+00,7.991818e-01,2.713360e-02,-9.083482e-01,2.853247e+00,6.071238e-01,3.868707e-02,1.347556e-01,2.030697e+00,4.311452e-02,2.489410e-03,1.208550e+00,3.312539e+00,6.528436e+01,1.228232e+04,2.431703e+00,8.982838e+00,1.129688e+02,1.326337e+04,2.168141e+00,7.518022e+00,1.933573e-02,1.101080e+00,-8.365516e-02,1.496212e+00,9.699760e+00,1.949832e+01,2.253143e+00,8.584614e+00,1.850158e+01,1.050202e+02,1.758688e+00,5.866241e+00,6.188513e-01,1.776137e-02,4.398203e-02,1.867442e+00,6.273823e-01,9.690377e-02,4.329458e-01,2.100254e+00,3.298999e-01,3.959866e-03,-4.457170e-02,2.843538e+00
sample8-20rpm-60kx-7,1.073109e-02,19,1.804978e-03,1.800577e-03,2.167287e+03,3.366468e+06,1.078928e+00,3.165488e+00,1.240654e-01,1.103625e-03,5.848078e-01,2.233903e+00,8.373366e-01,4.939517e-03,-9.354348e-01,4.115855e+00,6.299456e-01,1.253358e-02,6.363113e-01,4.094427e+00,3.794081e-02,1.835984e-03,1.158411e+00,3.261052e+00,8.763676e+01,4.855718e+04,3.678635e+00,1.530384e+01,1.477078e+02,4.660490e+04,3.595296e+00,1.485194e+01,8.073927e-02,5.272885e-01,1.445677e-01,1.842301e+00,1.182691e+01,2.812107e+01,7.036983e-01,2.226721e+00,2.407283e+01,1.164995e+02,4.606223e-01,2.303766e+00,5.662092e-01,1.672722e-02,-6.430058e-02,2.842644e+00,4.756812e-01,2.163975e-02,7.498881e-01,3.857421e+00,3.002101e-01,4.025384e-03,4.128749e-01,1.923248e+00
sample8-20rpm-60kx-8,4.875055e-03,19,9.408773e-04,9.394102e-04,9.845829e+02,7.479845e+05,1.801707e+00,5.686979e+00,1.512715e-01,7.299361e-04,-1.941602e-01,2.297824e+00,7.720709e-01,1.804419e-02,-6.070570e-01,1.988824e+00,6.685315e-01,2.139522e-02,4.608253e-04,1.904131e+00,1.931720e-02,2.116133e-03,3.732196e+00,1.562531e+01,5.863697e+01,7.577920e+03,2.678648e+00,9.909187e+00,9.660562e+01,8.486495e+03,2.171557e+00,7.268148e+00,3.919027e-01,5.443094e-01,-1.164464e+00,3.010217e+00,9.582129e+00,1.108626e+01,6.506942e-01,1.909695e+00,1.647115e+01,4.444283e+01,1.187765e+00,3.666946e+00,6.371834e-01,1.397350e-02,-3.251733e-01,2.003890e+00,5.693698e-01,3.374376e-02,1.315104e+00,4.441621e+00,3.408759e-01,1.538782e-03,-1.284414e+00,4.683144e+00
sample8-20rpm-60kx-9,6.179275e-03,24,1.191745e-03,1.144310e-03,9.879902e+02,4.727219e+05,1.127446e+00,3.638530e+00,1.609516e-01,7.469007e-04,-3.215580e-01,2.375747e+00,8.352876e-01,7.216818e-03,-3.521719e-01,2.321259e+00,6.022765e-01,1.576102e-02,-5.973120e-01,2.893797e+00,9.671355e-03,7.473946e-05,1.215605e+00,3.535232e+00,1.572412e+02,2.252357e+04,1.194792e+00,4.227588e+00,1.959194e+02,2.383775e+04,1.143565e+00,4.211437e+00,-2.297477e-01,1.259388e+00,2.723115e-01,1.508683e+00,9.435442e+00,9.494649e+00,6.834473e-01,2.969633e+00,1.676515e+01,3.486958e+01,5.095336e-01,2.549830e+00,6.482734e-01,1.126980e-02,-4.276378e-01,3.014793e+00,5.880497e-01,3.273347e-02,-4.148112e-01,2.695001e+00,3.608482e-01,1.831054e-03,-7.538683e-01,2.340277e+00
sample9-195rpm-60kx-10,1.282361e-02,57,2.567852e-03,2.483251e-03,8.633001e+02,3.174307e+05,1.022109e+00,4.271400e+00,1.644281e-01,6.023714e-04,-9.022736e-02,2.086356e+00,7.633398e-01,2.446044e-02,-8.911531e-01,3.275978e+00,6.595628e-01,2.932711e-02,-2.332099e-02,2.866503e+00,2.016019e-02,5.325197e-04,3.059220e+00,1.439916e+01,9.264971e+01,7.214145e+03,1.319444e+00,4.747535e+00,1.273625e+02,7.827893e+03,1.161636e+00,4.404628e+00,-1.253602e-01,1.025643e+00,2.980473e-01,1.636037e+00,9.300277e+00,8.199202e+00,2.951978e-01,2.443613e+00,1.571793e+01,2.823911e+01,3.376758e-01,2.401947e+00,6.592560e-01,8.431453e-03,-1.116906e-01,2.477884e+00,6.577551e-01,5.122895e-02,2.105211e-01,2.613156e+00,3.492458e-01,2.378425e-03,1.222461e-01,2.621530e+00
sample9-195rpm-60kx-11,8.950071e-03,46,1.875886e-03,1.831385e-03,7.466121e+02,2.916052e+05,1.262524e+00,5.110313e+00,1.702388e-01,9.883139e-04,-7.480938e-02,3.450969e+00,7.381301e-01,4.443839e-02,-1.574992e+00,5.739983e+00,6.606970e-01,2.718457e-02,1.932097e-02,2.179660e+00,1.846025e-02,4.371103e-04,1.929363e+00,6.365574e+00,7.680667e+01,6.477512e+03,1.209230e+00,3.469590e+00,1.111155e+02,6.904570e+03,1.102294e+00,3.137147e+00,2.609825e-01,7.588535e-01,-5.802185e-01,2.416867e+00,8.531377e+00,1.059432e+01,2.877014e-01,2.793255e+00,1.441066e+01,3.065315e+01,2.312496e-01,3.007919e+00,6.948879e-01,1.291198e-02,-3.389173e-02,3.494286e+00,6.811334e-01,5.836934e-02,2.895850e-01,2.325117e+00,3.409620e-01,4.126363e-03,-3.212015e+00,1.837681e+01
