sample_name,R_vfs,R_n,R_intph0,R_intph1,R_area_m,R_area_v,R_area_s,R_area_k,R_comp_m,R_comp_v,R_comp_s,R_comp_k,R_eccen_m,R_eccen_v,R_eccen_s,R_eccen_k,R_els_m,R_els_v,R_els_s,R_els_k,P_locvf_m,P_locvf_v,P_locvf_s,P_locvf_k,P_nbd_m,P_nbd_v,P_nbd_s,P_nbd_k,P_ncd_m,P_ncd_v,P_ncd_s,P_ncd_k,P_ornang_m,P_ornang_v,P_ornang_s,P_ornang_k,P_pores_m,P_pores_v,P_pores_s,P_pores_k,P_rc_m,P_rc_v,P_rc_s,P_rc_k,P_rctan_m,P_rctan_v,P_rctan_s,P_rctan_k,P_rnds_m,P_rnds_v,P_rnds_s,P_rnds_k,P_ttst_m,P_ttst_v,P_ttst_s,P_ttst_k
sample11-20rpm-60kx-23,8.527067e-03,18,1.159959e-03,1.160448e-03,1.817831e+03,8.174023e+06,2.176867e+00,6.428694e+00,1.650894e-01,1.833296e-03,5.285435e-02,2.453698e+00,7.526962e-01,5.163494e-02,-2.110736e+00,7.793996e+00,6.471397e-01,3.458834e-02,-7.704650e-02,2.051055e+00,6.913825e-02,1.030866e-02,1.139338e+00,2.661448e+00,8.688252e+01,2.530467e+04,2.136523e+00,6.118327e+00,1.293217e+02,2.459957e+04,2.112632e+00,6.172964e+00,5.647649e-01,5.816845e-01,-1.542310e+00,4.437761e+00,1.048833e+01,4.824436e+01,1.086807e+00,3.309821e+00,1.921758e+01,2.216311e+02,1.420650e+00,4.246802e+00,6.592974e-01,1.896482e-02,6.081984e-01,3.135601e+00,7.215363e-01,1.240637e-01,3.760815e-01,2.107479e+00,3.144994e-01,9.826622e-03,-1.678984e+00,6.650488e+00
sample11-20rpm-60kx-26,1.591031e-02,10,1.501785e-03,1.499829e-03,6.105273e+03,1.195967e+08,2.085568e+00,5.959408e+00,1.350706e-01,1.758998e-03,4.205020e-01,2.665155e+00,8.189619e-01,1.709014e-02,-4.814888e-01,2.162477e+00,6.168056e-01,4.400838e-02,-3.956679e-01,2.150490e+00,3.527927e-02,1.241119e-03,4.020506e-01,1.604865e+00,1.086972e+02,3.014021e+04,1.229224e+00,2.721383e+00,1.849645e+02,2.822070e+04,9.084237e-01,2.300342e+00,5.591969e-01,2.120825e-01,4.023441e-01,2.628031e+00,1.568681e+01,1.765313e+02,1.623685e+00,4.491401e+00,3.297982e+01,9.507783e+02,1.496388e+00,4.061643e+00,5.943718e-01,1.682673e-02,7.057869e-01,2.480519e+00,4.919985e-01,5.592296e-02,6.402762e-01,2.255958e+00,3.246730e-01,3.764249e-03,-1.216304e-01,1.851556e+00
sample11-20rpm-60kx-27,2.025527e-03,13,4.684826e-04,4.582131e-04,5.978896e+02,6.368442e+04,1.818254e-01,2.009295e+00,1.729479e-01,7.058825e-04,-5.791498e-01,2.499757e+00,8.004965e-01,1.586413e-02,-8.804450e-01,2.525107e+00,6.188100e-01,2.473044e-02,-1.847021e-02,2.390859e+00,3.755201e-03,9.902398e-06,8.840898e-01,2.505276e+00,1.986958e+02,5.788036e+04,1.295974e+00,4.048916e+00,2.324646e+02,5.823968e+04,1.310844e+00,4.141610e+00,2.968615e-01,3.627866e-01,-1.946120e-01,2.609225e+00,7.843603e+00,2.938847e+00,7.221279e-01,2.399400e+00,1.348841e+01,9.075141e+00,-1.678205e-01,2.131102e+00,6.944173e-01,1.245355e-02,-1.371264e+00,4.458550e+00,6.091712e-01,4.752170e-02,-6.631826e-02,2.132017e+00,3.778179e-01,5.517131e-04,8.729243e-01,3.429376e+00
sample11-20rpm-60kx-29,9.331997e-03,8,1.135019e-03,1.138442e-03,4.476215e+03,6.120433e+07,1.926662e+00,5.151051e+00,1.509268e-01,2.200422e-03,-1.110771e+00,3.718552e+00,8.147482e-01,1.529535e-02,-1.262643e+00,3.817858e+00,5.958450e-01,1.461111e-02,4.496542e-01,2.133554e+00,2.815245e-02,2.102730e-03,1.955158e+00,5.348744e+00,1.746205e+02,6.955584e+04,1.213364e+00,3.125577e+00,2.556349e+02,6.195919e+04,1.124778e+00,2.836826e+00,1.301490e-01,3.777485e-01,-8.095293e-01,2.043051e+00,1.423565e+01,9.866422e+01,7.418189e-01,1.901475e+00,2.864076e+01,6.908919e+02,1.432714e+00,3.744220e+00,6.539976e-01,1.554020e-02,4.274479e-01,1.667586e+00,5.045869e-01,2.031457e-02,1.112466e-01,1.642535e+00,3.544553e-01,9.649777e-03,-1.573044e+00,4.406334e+00
sample11-20rpm-60kx-4,9.032716e-03,8,1.181476e-03,1.237713e-03,4.332661e+03,2.801128e+07,1.291204e+00,3.411426e+00,1.279687e-01,2.361769e-03,1.817326e-01,1.753471e+00,7.973815e-01,1.182503e-02,-1.080738e-01,2.735506e+00,6.000262e-01,3.196169e-02,-5.158221e-01,2.342390e+00,1.205899e-02,1.674363e-04,1.033404e+00,2.707282e+00,2.150661e+02,1.400998e+05,1.247571e+00,2.697855e+00,3.011142e+02,1.322295e+05,1.232606e+00,2.756164e+00,5.107847e-01,6.939898e-01,-3.205202e-01,1.400373e+00,1.309552e+01,2.329375e+01,2.547159e-01,1.345719e+00,3.136561e+01,4.518025e+02,7.402862e-01,2.264570e+00,5.543673e-01,1.245641e-02,1.226668e+00,3.270132e+00,5.601347e-01,6.216868e-02,-2.102838e-02,2.139964e+00,2.770423e-01,3.452568e-03,1.520520e-01,2.249216e+00
sample11-20rpm-60kx-6,5.748447e-03,16,9.310969e-04,9.218055e-04,1.378659e+03,3.139558e+06,2.621592e+00,9.493660e+00,1.600768e-01,9.605028e-04,-7.725253e-01,3.012282e+00,7.587272e-01,4.007279e-02,-1.035599e+00,3.085893e+00,6.336897e-01,5.165206e-02,2.567977e-01,2.866742e+00,4.049292e-02,4.399881e-03,2.202249e+00,7.497669e+00,1.224357e+02,3.495764e+04,1.206711e+00,2.645035e+00,1.682204e+02,3.831952e+04,1.212642e+00,2.787387e+00,4.809360e-01,4.840163e-01,-4.086420e-01,2.666946e+00,1.047116e+01,2.165783e+01,7.535501e-01,2.315573e+00,1.841486e+01,1.063827e+02,1.616934e+00,5.455028e+00,6.380033e-01,1.390200e-02,-1.834459e-01,1.904817e+00,5.627521e-01,6.780814e-02,8.233920e-01,4.434888e+00,3.740527e-01,4.583843e-03,-7.494646e-01,2.551867e+00
sample11-20rpm-60kx-7,1.849968e-03,15,4.645704e-04,4.459876e-04,4.732595e+02,9.163807e+04,6.596719e-01,1.865917e+00,1.755044e-01,7.366864e-04,-4.349827e-03,1.884552e+00,7.484691e-01,2.339469e-02,-2.777935e-01,1.758651e+00,6.568428e-01,2.672594e-02,-2.781501e-02,2.094899e+00,1.460990e-02,9.332799e-04,2.777929e+00,9.674008e+00,9.839180e+01,2.487914e+04,1.470626e+00,3.393139e+00,1.242914e+02,2.544090e+04,1.446952e+00,3.346682e+00,-3.304247e-01,7.923645e-01,3.599319e-01,2.224244e+00,7.253788e+00,4.477188e+00,7.579324e-02,1.705950e+00,1.171095e+01,1.446100e+01,4.953621e-01,1.609677e+00,7.119127e-01,1.374731e-02,-2.871408e-01,1.838922e+00,6.625614e-01,7.057598e-02,1.640058e-01,1.708635e+00,3.783813e-01,2.079564e-03,2.595771e-01,1.836463e+00
sample11-20rpm-60kx-8,1.719742e-02,9,1.654360e-03,1.687124e-03,7.332416e+03,1.839620e+08,1.787582e+00,4.673457e+00,1.531091e-01,2.387004e-03,-1.163077e+00,3.580034e+00,8.227154e-01,2.470902e-02,-1.520816e+00,4.305955e+00,5.698075e-01,3.002459e-02,3.452694e-02,2.765209e+00,2.426199e-02,9.255861e-04,1.561266e+00,4.396974e+00,9.774034e+01,1.735528e+04,1.187101e+00,3.385066e+00,1.760151e+02,1.578306e+04,1.203882e+00,3.299086e+00,6.734958e-02,5.317974e-01,-3.202780e-01,2.141819e+00,1.592409e+01,1.505490e+02,1.002323e+00,2.577579e+00,3.405253e+01,1.321206e+03,1.415133e+00,3.438503e+00,6.563579e-01,1.586456e-02,-2.573254e-01,2.349117e+00,5.095003e-01,6.821208e-02,6.930792e-01,2.538236e+00,3.623714e-01,7.949029e-03,-6.312827e-01,2.670953e+00
sample11-20rpm-60kx-9,1.982395e-02,8,1.666096e-03,1.771725e-03,9.508820e+03,2.989245e+08,1.779456e+00,4.626778e+00,1.431546e-01,2.637210e-03,-6.563082e-01,2.161023e+00,8.156596e-01,1.886285e-02,-3.748862e-01,1.836330e+00,5.731420e-01,4.558355e-02,-1.864025e-01,1.728541e+00,5.178145e-02,1.431894e-02,2.238075e+00,6.066272e+00,2.995445e+02,8.084882e+04,3.405652e-01,1.339969e+00,3.876953e+02,7.335760e+04,1.641584e-01,1.186652e+00,6.779518e-02,1.307098e-01,2.538784e-01,2.429539e+00,1.655012e+01,1.440319e+02,9.755122e-01,2.626450e+00,3.940774e+01,1.684322e+03,1.369204e+00,3.364275e+00,6.476886e-01,1.733026e-02,1.620603e-01,2.096753e+00,4.499230e-01,3.301095e-02,4.895760e-01,2.645364e+00,3.573695e-01,1.402820e-02,-9.183451e-01,2.688786e+00
sample12-100rpm-60kx-1,5.776322e-03,31,1.293951e-03,1.236735e-03,7.150164e+02,5.431091e+05,2.713943e+00,9.803814e+00,1.666783e-01,1.254659e-03,-3.149069e-01,2.304388e+00,7.876785e-01,3.052124e-02,-8.767729e-01,2.707910e+00,5.985499e-01,3.956856e-02,-1.001448e-01,2.243344e+00,1.463782e-02,3.552829e-04,1.507817e+00,3.797561e+00,7.872362e+01,1.041893e+04,1.707309e+00,4.941813e+00,1.172704e+02,9.670133e+03,1.800725e+00,5.268320e+00,3.762322e-01,7.643351e-01,-5.175368e-01,1.923532e+00,8.154686e+00,7.721569e+00,4.844644e-01,1.983915e+00,1.392655e+01,3.476952e+01,1.915188e+00,6.587437e+00,6.943926e-01,9.453878e-03,3.360884e-01,2.449273e+00,6.181324e-01,7.613396e-02,8.265090e-02,1.806504e+00,3.719831e-01,2.724834e-03,-1.523300e-01,2.534108e+00
sample12-100rpm-60kx-10,2.063182e-03,8,3.799697e-04,3.677441e-04,9.896322e+02,9.514140e+05,1.368104e+00,3.375980e+00,1.703479e-01,9.453967e-04,-3.925414e-01,2.198365e+00,8.360102e-01,1.291300e-02,-8.874624e-01,2.422218e+00,5.701104e-01,1.563988e-02,9.969633e-02,1.636135e+00,4.941125e-03,7.088145e-05,2.055203e+00,5.571802e+00,1.474947e+02,2.708427e+04,4.814365e-01,1.309539e+00,1.888363e+02,2.665197e+04,4.581206e-01,1.304056e+00,5.740862e-01,5.230180e-01,-1.310215e+00,4.089492e+00,9.812829e+00,1.675190e+01,1.072767e+00,2.778486e+00,1.623044e+01,5.895131e+01,1.053493e+00,2.750497e+00,7.005345e-01,9.173522e-03,-1.754461e-01,1.731758e+00,6.776710e-01,1.037553e-01,6.479629e-01,1.787831e+00,3.554131e-01,1.857805e-03,2.684268e-01,1.890856e+00
sample12-100rpm-60kx-11,5.565553e-03,13,7.648296e-04,7.599394e-04,1.642825e+03,1.314719e+07,3.116492e+00,1.085285e+01,1.704654e-01,1.225500e-03,-1.382699e+00,4.504541e+00,8.144286e-01,1.197245e-02,-1.096994e+00,3.180004e+00,5.940251e-01,1.325494e-02,9.250488e-01,3.054784e+00,1.088980e-02,5.592779e-04,2.913398e+00,1.002557e+01,2.533547e+02,7.401834e+04,4.700825e-01,1.701711e+00,2.895830e+02,7.066332e+04,4.619733e-01,1.774962e+00,5.498246e-01,3.210886e-01,-1.727145e-01,1.902518e+00,9.413739e+00,2.159219e+01,2.235371e+00,7.589542e+00,1.774382e+01,2.254249e+02,2.794489e+00,9.596464e+00,7.004892e-01,1.559503e-02,-1.461872e-01,1.901849e+00,6.348113e-01,6.686448e-02,7.596038e-01,3.135410e+00,3.762094e-01,4.039924e-03,-1.148720e+00,3.737807e+00
sample12-100rpm-60kx-12,1.545308e-03,7,3.251993e-04,3.178640e-04,8.471169e+02,2.457334e+05,2.646763e-01,1.382654e+00,1.549448e-01,4.116609e-04,1.051418e+00,2.864119e+00,7.757198e-01,1.114320e-02,5.384839e-01,1.679118e+00,6.706075e-01,2.338650e-02,-4.705199e-01,1.884215e+00,3.728949e-03,1.378443e-05,1.015298e+00,3.015076e+00,2.045771e+02,1.323545e+05,1.897260e+00,4.838111e+00,2.421207e+02,1.295710e+05,1.917619e+00,4.886221e+00,3.459176e-01,5.740266e-01,-1.060717e-03,1.776632e+00,9.532107e+00,6.274151e+00,1.400143e-01,1.794548e+00,1.577966e+01,2.408918e+01,9.970966e-02,1.435235e+00,6.124587e-01,6.873323e-03,5.181650e-01,2.161819e+00,6.199466e-01,6.001814e-02,3.082166e-01,2.144324e+00,3.434098e-01,4.731048e-03,-1.361398e-01,1.922401e+00
sample12-100rpm-60kx-13,4.748398e-03,7,4.914666e-04,5.095604e-04,2.603008e+03,1.423146e+07,9.464574e-01,1.905393e+00,1.678713e-01,1.540488e-03,-9.340395e-02,1.420972e+00,7.545154e-01,4.393483e-02,-3.982783e-01,1.529938e+00,6.093071e-01,4.783454e-02,3.039682e-02,1.296775e+00,2.205133e-02,2.146163e-03,1.956132e+00,4.963832e+00,2.248780e+02,5.983935e+04,1.147603e+00,3.291664e+00,2.650734e+02,6.878528e+04,1.229610e+00,3.384796e+00,6.183805e-01,9.894225e-01,-9.407421e-01,2.388361e+00,1.350173e+01,1.135230e+02,9.184746e-01,2.138476e+00,2.241897e+01,3.802784e+02,9.214792e-01,1.888118e+00,7.034840e-01,1.292040e-02,-4.345676e-01,1.670953e+00,7.492301e-01,1.416994e-01,3.500420e-01,2.410095e+00,3.413092e-01,4.476957e-03,-4.484329e-01,1.761732e+00
sample12-100rpm-60kx-14,1.934569e-03,11,4.014866e-04,3.780136e-04,6.748665e+02,3.700668e+05,1.366824e+00,3.750424e+00,1.798614e-01,9.466287e-04,-7.668085e-01,2.728857e+00,6.939450e-01,2.566063e-02,-4.804054e-01,2.193695e+00,7.249109e-01,1.597193e-02,-6.151375e-01,2.832334e+00,1.150273e-02,1.941988e-04,1.475318e+00,4.231909e+00,1.356097e+02,3.725346e+04,1.002095e+00,2.032056e+00,1.658655e+02,3.634483e+04,9.884820e-01,2.021871e+00,6.278471e-01,8.753311e-01,-1.166282e+00,3.362729e+00,8.770082e+00,1.109698e+01,1.050892e+00,2.702375e+00,1.354244e+01,3.456095e+01,9.829873e-01,2.682143e+00,6.936616e-01,1.699187e-02,-5.089261e-01,2.066528e+00,8.404215e-01,7.122161e-02,-2.545987e-01,2.168752e+00,3.430304e-01,2.277144e-03,-2.209007e-01,1.906975e+00
sample12-100rpm-60kx-15,1.290674e-02,14,1.326715e-03,1.397134e-03,3.537651e+03,2.777248e+07,1.781449e+00,4.673012e+00,1.424019e-01,1.692367e-03,4.173293e-01,1.837399e+00,8.614561e-01,1.870824e-02,-1.169437e+00,3.400304e+00,4.868729e-01,4.155840e-02,3.163765e-01,2.216186e+00,2.487015e-02,2.176355e-03,2.919448e+00,1.031295e+01,2.087648e+02,6.414242e+04,1.968903e+00,6.046898e+00,2.971176e+02,6.509636e+04,1.602021e+00,4.957281e+00,4.350195e-01,7.556326e-01,-1.799523e+00,4.731547e+00,1.407732e+01,8.451962e+01,1.408160e+00,4.026123e+00,2.718699e+01,4.167013e+02,1.329738e+00,3.459982e+00,6.287781e-01,1.717394e-02,-1.350954e-02,2.074497e+00,5.039536e-01,1.237493e-01,1.009954e+00,2.930695e+00,3.735748e-01,6.673522e-03,-6.912994e-01,3.220892e+00
sample12-100rpm-60kx-16,4.279916e-03,14,6.895203e-04,6.782728e-04,1.173096e+03,9.492624e+05,7.809693e-01,2.147231e+00,1.687818e-01,7.058758e-04,2.598908e-01,1.775854e+00,8.158664e-01,3.312821e-02,-1.638544e+00,5.375845e+00,5.591171e-01,3.951374e-02,2.468110e-01,2.101666e+00,6.342260e-03,3.750334e-05,8.410448e-01,2.471570e+00,2.408818e+02,8.293616e+04,1.711395e+00,5.842467e+00,2.920644e+02,7.975139e+04,1.797561e+00,6.093912e+00,4.470173e-01,4.100169e-01,-1.194936e+00,3.675880e+00,1.002481e+01,1.417980e+01,1.190958e+00,3.704973e+00,1.776155e+01,6.239194e+01,4.305501e-01,1.808353e+00,7.150355e-01,8.730430e-03,1.707500e-01,2.699691e+00,5.950417e-01,1.061592e-01,8.732599e-01,2.663750e+00,3.923113e-01,1.733338e-03,7.843118e-03,2.934558e+00
sample12-100rpm-60kx-17,8.116289e-03,14,1.076825e-03,1.061666e-03,2.224620e+03,1.054846e+07,2.845993e+00,9.998307e+00,1.547880e-01,1.232760e-03,-7.582984e-01,2.645259e+00,8.820220e-01,1.955547e-02,-2.497542e+00,8.701082e+00,4.709636e-01,3.544051e-02,9.783788e-01,3.573874e+00,2.185222e-02,8.366981e-04,1.724627e+00,5.468333e+00,1.221786e+02,3.584987e+04,1.991357e+00,5.880158e+00,1.845058e+02,3.021824e+04,2.019268e+00,5.935124e+00,4.089585e-01,3.837490e-01,-2.367782e+00,8.438566e+00,1.230368e+01,3.920648e+01,1.116009e+00,3.306104e+00,2.304274e+01,1.907775e+02,1.994695e+00,6.821761e+00,6.546228e-01,1.058465e-02,-7.729437e-01,3.284821e+00,4.527265e-01,6.313725e-02,7.947185e-01,2.492287e+00,4.105491e-01,4.641320e-03,-6.415102e-01,2.446211e+00
sample12-100rpm-60kx-18,3.072033e-03,16,7.061470e-04,6.821849e-04,7.367705e+02,5.036354e+05,1.917114e+00,6.136016e+00,1.654529e-01,1.808180e-03,-5.742798e-01,1.983454e+00,7.221547e-01,4.817560e-02,-6.362914e-01,2.308470e+00,6.751731e-01,4.287803e-02,-4.439552e-01,2.117792e+00,5.536887e-03,2.970057e-05,1.062297e+00,2.739645e+00,1.153352e+02,5.037757e+04,2.073099e+00,5.638081e+00,1.430275e+02,4.955570e+04,2.015627e+00,5.464862e+00,1.269451e-01,5.349650e-01,-1.289098e-01,1.925309e+00,7.945905e+00,6.463396e+00,9.201102e-01,3.112720e+00,1.407752e+01,3.876766e+01,1.236202e+00,3.859034e+00,6.820097e-01,1.908958e-02,-5.725702e-01,2.062216e+00,6.589692e-01,9.177738e-02,9.327807e-02,1.903758e+00,3.551883e-01,1.771005e-03,1.249320e+00,4.272803e+00
sample12-100rpm-60kx-19,1.880679e-02,12,1.356546e-03,1.336985e-03,6.013949e+03,1.160045e+08,1.809511e+00,4.606298e+00,1.542510e-01,1.453977e-03,-8.520140e-02,2.060332e+00,8.773566e-01,1.922198e-02,-1.369170e+00,3.572973e+00,4.585310e-01,4.449881e-02,5.789245e-01,1.985854e+00,3.475403e-02,2.376204e-03,1.586899e+00,4.428735e+00,1.332746e+02,2.198909e+04,1.539546e+00,4.692511e+00,2.107892e+02,2.410230e+04,1.073262e+00,3.828231e+00,5.248354e-01,1.633246e-01,-1.813636e+00,5.927420e+00,1.522822e+01,2.089860e+02,1.355326e+00,3.508736e+00,3.122581e+01,1.024634e+03,1.369218e+00,3.480337e+00,7.136908e-01,1.848252e-02,-2.074424e-01,1.379178e+00,4.451008e-01,6.458918e-02,7.415130e-01,2.211629e+00,4.213379e-01,4.483011e-03,-5.290117e-01,2.956965e+00
sample12-100rpm-60kx-2,6.099565e-03,19,1.128173e-03,1.102254e-03,1.231889e+03,1.227600e+06,1.284553e+00,4.041997e+00,1.508138e-01,1.235660e-03,-5.828580e-02,1.852701e+00,8.273002e-01,2.695524e-02,-1.162667e+00,2.906337e+00,5.575944e-01,3.773926e-02,5.021137e-01,2.107305e+00,1.241380e-02,3.242605e-04,2.042858e+00,5.925322e+00,1.905923e+02,1.667860e+04,1.673108e-01,1.518793e+00,2.346812e+02,1.748077e+04,1.561437e-01,1.518709e+00,5.114129e-01,9.625821e-01,-1.047139e+00,2.638647e+00,9.758944e+00,1.321031e+01,3.826934e-01,2.156924e+00,1.804506e+01,7.019266e+01,6.333231e-01,2.454684e+00,6.233837e-01,1.219589e-02,-3.141334e-01,2.131152e+00,5.855151e-01,8.224153e-02,1.719647e-01,1.767547e+00,3.565931e-01,3.539986e-03,3.755779e-01,2.448925e+00
sample12-100rpm-60kx-20,1.207247e-02,28,1.586875e-03,1.579539e-03,1.654492e+03,1.132195e+07,4.248960e+00,2.102748e+01,1.764073e-01,1.300624e-03,-1.161261e+00,3.626047e+00,7.061905e-01,3.439393e-02,-1.312329e+00,5.003415e+00,7.188695e-01,2.203297e-02,3.941465e-01,3.054137e+00,3.981590e-02,5.505224e-03,2.618921e+00,8.936225e+00,1.146977e+02,2.732790e+04,1.942028e+00,5.880705e+00,1.542149e+02,2.912660e+04,1.610224e+00,4.614190e+00,2.536704e-01,8.365607e-01,-1.918585e-01,1.863632e+00,1.089330e+01,3.860027e+01,1.352017e+00,4.107578e+00,1.835017e+01,1.969463e+02,2.573689e+00,1.087002e+01,7.163047e-01,2.450458e-02,-6.826395e-01,2.839747e+00,7.120013e-01,5.741505e-02,-1.015890e-02,2.229952e+00,3.530125e-01,2.551324e-03,-8.674612e-01,4.407265e+00
sample12-100rpm-60kx-21,5.949435e-03,15,7.799892e-04,8.137317e-04,1.521987e+03,2.413588e+06,9.323431e-01,2.168356e+00,1.634351e-01,5.849628e-04,2.410425e-01,2.188562e+00,7.882929e-01,1.353173e-02,-1.040319e+00,4.043147e+00,6.610842e-01,2.395536e-02,1.174037e-01,2.136965e+00,2.023767e-02,8.045052e-04,1.317836e+00,3.265838e+00,5.988842e+01,1.204599e+04,3.021848e+00,1.105688e+01,1.085147e+02,1.062830e+04,3.217262e+00,1.195398e+01,2.524221e-01,9.874647e-01,-1.113371e-01,1.421216e+00,1.215199e+01,5.597303e+01,8.769914e-01,2.145232e+00,1.947214e+01,1.128206e+02,7.002843e-01,1.866257e+00,6.653827e-01,1.623998e-02,-2.374471e-02,1.587951e+00,6.528863e-01,6.970529e-02,1.105715e+00,3.622605e+00,3.519428e-01,3.850912e-03,-9.863099e-02,2.132222e+00
sample12-100rpm-60kx-22,6.621351e-03,12,9.848892e-04,9.951587e-04,2.117345e+03,1.871520e+07,2.731578e+00,8.944574e+00,1.806198e-01,2.456427e-03,-1.557469e+00,4.815377e+00,7.075277e-01,4.318066e-02,-3.424208e-01,1.772600e+00,6.611942e-01,4.785888e-02,-6.820348e-01,2.484062e+00,1.068471e-02,2.488663e-04,1.552359e+00,3.819140e+00,1.369111e+02,7.607375e+04,1.866316e+00,4.676374e+00,2.080184e+02,7.459588e+04,1.609351e+00,3.959362e+00,1.548019e-01,1.513171e+00,-2.582679e-01,1.240666e+00,1.104091e+01,3.385638e+01,1.236160e+00,3.453112e+00,1.969880e+01,3.119230e+02,2.172630e+00,6.708643e+00,7.330831e-01,2.238761e-02,-7.673909e-01,2.453623e+00,7.877963e-01,1.086282e-01,-8.325280e-01,2.762767e+00,3.443551e-01,2.397641e-03,9.401626e-03,3.049727e+00
sample12-100rpm-60kx-24,2.073793e-02,6,1.132085e-03,1.145288e-03,1.326296e+04,6.569980e+08,1.713892e+00,4.056933e+00,1.478564e-01,2.945531e-03,3.466280e-01,1.547830e+00,7.965145e-01,2.780015e-02,4.636424e-02,1.181025e+00,5.901392e-01,5.313762e-02,-4.203317e-01,1.583055e+00,1.591539e-02,8.584294e-04,1.722083e+00,4.078027e+00,2.620182e+02,7.807739e+04,6.757323e-01,2.158132e+00,3.403983e+02,1.226497e+05,6.472266e-01,2.079103e+00,9.621894e-01,5.671009e-02,3.657769e-01,2.071447e+00,2.198277e+01,6.837611e+02,1.485850e+00,3.591802e+00,4.406221e+01,2.736305e+03,1.338498e+00,3.322813e+00,6.589614e-01,1.652866e-02,-8.091825e-03,1.506908e+00,6.729972e-01,2.018195e-01,2.892292e-01,1.527445e+00,3.267877e-01,6.517696e-03,-5.919016e-01,2.738033e+00
sample12-100rpm-60kx-25,5.555284e-03,17,8.890410e-04,8.792606e-04,1.253960e+03,2.044744e+06,1.910832e+00,6.334077e+00,1.644633e-01,9.400641e-04,-2.589937e-01,2.169411e+00,8.762195e-01,8.436464e-03,-7.846956e-01,2.703636e+00,4.881657e-01,2.686198e-02,-1.191100e-01,2.343137e+00,1.930026e-02,1.118691e-03,2.799199e+00,1.029024e+01,6.758126e+01,7.535434e+03,1.768316e+00,5.773334e+00,1.137020e+02,8.000212e+03,1.362534e+00,4.025544e+00,8.869456e-01,2.387193e-01,-2.312997e+00,8.253036e+00,9.416398e+00,2.201690e+01,1.148137e+00,4.367637e+00,1.751576e+01,9.811773e+01,9.901621e-01,3.356735e+00,7.272927e-01,1.321248e-02,-4.764823e-01,2.421162e+00,5.796496e-01,1.052982e-01,9.709499e-01,3.978563e+00,3.963517e-01,3.550127e-03,1.422288e-01,2.896086e+00
sample12-100rpm-60kx-27,3.661793e-03,26,8.083525e-04,7.643406e-04,5.404391e+02,2.348036e+05,1.736650e+00,5.070106e+00,1.833221e-01,6.959482e-04,-5.770230e-01,2.336039e+00,6.712715e-01,4.063999e-02,-3.169016e-01,1.911138e+00,7.221593e-01,2.961681e-02,-4.265848e-01,1.978504e+00,6.240993e-03,7.338824e-05,2.329724e+00,7.530228e+00,1.254911e+02,1.005261e+04,3.015115e-01,1.750006e+00,1.535685e+02,1.064542e+04,4.408418e-01,2.014717e+00,-2.736881e-01,5.236529e-01,2.130474e-01,2.019112e+00,8.025738e+00,1.144976e+01,1.091531e+00,3.269278e+00,1.217863e+01,2.465629e+01,1.307940e+00,3.588790e+00,7.277357e-01,7.572663e-03,-7.239272e-01,2.997022e+00,7.262773e-01,5.973973e-02,-2.598500e-01,1.832452e+00,3.712517e-01,1.864154e-03,-1.001148e-01,2.697839e+00
sample12-100rpm-60kx-28,4.132720e-03,23,8.430730e-04,8.303585e-04,6.895004e+02,3.022709e+05,1.701061e+00,5.395537e+00,1.725626e-01,7.601293e-04,-6.412177e-01,3.069255e+00,7.705925e-01,2.112284e-02,-5.930249e-01,2.429826e+00,6.489546e-01,2.980507e-02,-1.107299e-01,1.775711e+00,2.943087e-02,7.083477e-03,4.188752e+00,1.933892e+01,1.261176e+02,2.201286e+04,1.306177e+00,3.521773e+00,1.601312e+02,2.206073e+04,1.226017e+00,3.353080e+00,3.393040e-01,6.641680e-01,-7.933558e-01,2.895415e+00,8.697499e+00,1.559424e+01,1.772121e+00,6.886291e+00,1.392018e+01,2.687160e+01,1.061336e+00,3.530407e+00,7.039319e-01,1.257372e-02,-8.870781e-01,3.047508e+00,6.636834e-01,7.289729e-02,9.463509e-01,3.545547e+00,3.638017e-01,1.963164e-03,-4.680954e-01,2.844251e+00
sample12-100rpm-60kx-29,1.128173e-03,6,2.376644e-04,2.283730e-04,7.215237e+02,1.411337e+05,1.420639e-01,1.775041e+00,1.690070e-01,6.223875e-04,3.994040e-01,1.601530e+00,6.267754e-01,2.608751e-02,4.486089e-01,2.178284e+00,8.062135e-01,1.404521e-02,2.294235e-01,2.467370e+00,1.438986e-03,7.133183e-07,1.608691e+00,3.894919e+00,5.477502e+02,4.002673e+05,6.340723e-01,1.669544e+00,5.780130e+02,4.040468e+05,6.437044e-01,1.674129e+00,-4.006517e-01,7.248409e-01,8.201714e-01,2.638061e+00,9.288833e+00,4.924228e+00,-1.014534e-01,1.247026e+00,1.467506e+01,1.717302e+01,-1.874401e-01,1.900432e+00,6.578948e-01,1.535188e-02,6.349588e-01,1.963529e+00,7.181255e-01,5.979785e-02,5.870151e-01,1.491500e+00,3.474782e-01,5.059745e-04,-3.053100e-01,2.051018e+00
