sample_name,R_vfs,R_n,R_intph0,R_intph1,R_area_m,R_area_v,R_comp_m,R_comp_v,R_eccen_m,R_eccen_v,R_els_m,R_els_v,P_locvf_m,P_locvf_v,P_nbd_m,P_nbd_v,P_ncd_m,P_ncd_v,P_ornang_m,P_ornang_v,P_pores_m,P_pores_v,P_rc_m,P_rc_v,P_rctan_m,P_rctan_v,P_rnds_m,P_rnds_v,P_ttst_m,P_ttst_v
sample12-100rpm-60kx-10,2.063182e-03,8,3.799697e-04,3.677441e-04,9.896322e+02,951414,1.703479e-01,9.453967e-04,8.360102e-01,1.291300e-02,5.701104e-01,1.563988e-02,4.941125e-03,7.088145e-05,1.474947e+02,2.708427e+04,1.888363e+02,2.665197e+04,5.740862e-01,5.230180e-01,9.812829e+00,1.675190e+01,1.623044e+01,5.895131e+01,7.005345e-01,9.173522e-03,6.776710e-01,1.037553e-01,3.554131e-01,1.857805e-03
sample12-100rpm-60kx-11,5.565553e-03,13,7.648296e-04,7.599394e-04,1.642825e+03,13147190,1.704654e-01,1.225500e-03,8.144286e-01,1.197245e-02,5.940251e-01,1.325494e-02,1.088980e-02,5.592779e-04,2.533547e+02,7.401834e+04,2.895830e+02,7.066332e+04,5.498246e-01,3.210886e-01,9.413739e+00,2.159219e+01,1.774382e+01,2.254249e+02,7.004892e-01,1.559503e-02,6.348113e-01,6.686448e-02,3.762094e-01,4.039924e-03
sample12-100rpm-60kx-12,1.545308e-03,7,3.251993e-04,3.178640e-04,8.471169e+02,2.457334e+05,1.549448e-01,4.116609e-04,7.757198e-01,1.114320e-02,6.706075e-01,2.338650e-02,3.728949e-03,1.378443e-05,2.045771e+02,1.323545e+05,2.421207e+02,129571,3.459176e-01,5.740266e-01,9.532107e+00,6.274151e+00,1.577966e+01,2.408918e+01,6.124587e-01,6.873323e-03,6.199466e-01,6.001814e-02,3.434098e-01,4.731048e-03
sample12-100rpm-60kx-13,4.748398e-03,7,4.914666e-04,5.095604e-04,2.603008e+03,14231460,1.678713e-01,1.540488e-03,7.545154e-01,4.393483e-02,6.093071e-01,4.783454e-02,2.205133e-02,2.146163e-03,2.248780e+02,5.983935e+04,2.650734e+02,6.878528e+04,6.183805e-01,9.894225e-01,1.350173e+01,1.135230e+02,2.241897e+01,3.802784e+02,7.034840e-01,1.292040e-02,7.492301e-01,1.416994e-01,3.413092e-01,4.476957e-03
sample12-100rpm-60kx-14,1.934569e-03,11,4.014866e-04,3.780136e-04,6.748665e+02,3.700668e+05,1.798614e-01,9.466287e-04,6.939450e-01,2.566063e-02,7.249109e-01,1.597193e-02,1.150273e-02,1.941988e-04,1.356097e+02,3.725346e+04,1.658655e+02,3.634483e+04,6.278471e-01,8.753311e-01,8.770082e+00,1.109698e+01,1.354244e+01,3.456095e+01,6.936616e-01,1.699187e-02,8.404215e-01,7.122161e-02,3.430304e-01,2.277144e-03
sample12-100rpm-60kx-15,1.290674e-02,14,1.326715e-03,1.397134e-03,3.537651e+03,27772480,1.424019e-01,1.692367e-03,8.614561e-01,1.870824e-02,4.868729e-01,4.155840e-02,2.487015e-02,2.176355e-03,2.087648e+02,6.414242e+04,2.971176e+02,6.509636e+04,4.350195e-01,7.556326e-01,1.407732e+01,8.451962e+01,2.718699e+01,4.167013e+02,6.287781e-01,1.717394e-02,5.039536e-01,1.237493e-01,3.735748e-01,6.673522e-03
sample12-100rpm-60kx-16,4.279916e-03,14,6.895203e-04,6.782728e-04,1.173096e+03,9.492624e+05,1.687818e-01,7.058758e-04,8.158664e-01,3.312821e-02,5.591171e-01,3.951374e-02,6.342260e-03,3.750334e-05,2.408818e+02,8.293616e+04,2.920644e+02,7.975139e+04,4.470173e-01,4.100169e-01,1.002481e+01,1.417980e+01,1.776155e+01,6.239194e+01,7.150355e-01,8.730430e-03,5.950417e-01,1.061592e-01,3.923113e-01,1.733338e-03
sample12-100rpm-60kx-17,8.116289e-03,14,1.076825e-03,1.061666e-03,2.224620e+03,10548460,1.547880e-01,1.232760e-03,8.820220e-01,1.955547e-02,4.709636e-01,3.544051e-02,2.185222e-02,8.366981e-04,1.221786e+02,3.584987e+04,1.845058e+02,3.021824e+04,4.089585e-01,3.837490e-01,1.230368e+01,3.920648e+01,2.304274e+01,1.907775e+02,6.546228e-01,1.058465e-02,4.527265e-01,6.313725e-02,4.105491e-01,4.641320e-03
sample12-100rpm-60kx-18,3.072033e-03,16,7.061470e-04,6.821849e-04,7.367705e+02,5.036354e+05,1.654529e-01,1.808180e-03,7.221547e-01,4.817560e-02,6.751731e-01,4.287803e-02,5.536887e-03,2.970057e-05,1.153352e+02,5.037757e+04,1.430275e+02,4.955570e+04,1.269451e-01,5.349650e-01,7.945905e+00,6.463396e+00,1.407752e+01,3.876766e+01,6.820097e-01,1.908958e-02,6.589692e-01,9.177738e-02,3.551883e-01,1.771005e-03
sample12-100rpm-60kx-19,1.880679e-02,12,1.356546e-03,1.336985e-03,6.013949e+03,116004500,1.542510e-01,1.453977e-03,8.773566e-01,1.922198e-02,4.585310e-01,4.449881e-02,3.475403e-02,2.376204e-03,1.332746e+02,2.198909e+04,2.107892e+02,2.410230e+04,5.248354e-01,1.633246e-01,1.522822e+01,2.089860e+02,3.122581e+01,1.024634e+03,7.136908e-01,1.848252e-02,4.451008e-01,6.458918e-02,4.213379e-01,4.483011e-03
sample12-100rpm-60kx-2,6.099565e-03,19,1.128173e-03,1.102254e-03,1.231889e+03,1227600,1.508138e-01,1.235660e-03,8.273002e-01,2.695524e-02,5.575944e-01,3.773926e-02,1.241380e-02,3.242605e-04,1.905923e+02,1.667860e+04,2.346812e+02,1.748077e+04,5.114129e-01,9.625821e-01,9.758944e+00,1.321031e+01,1.804506e+01,7.019266e+01,6.233837e-01,1.219589e-02,5.855151e-01,8.224153e-02,3.565931e-01,3.539986e-03
sample12-100rpm-60kx-20,1.207247e-02,28,1.586875e-03,1.579539e-03,1.654492e+03,11321950,1.764073e-01,1.300624e-03,7.061905e-01,3.439393e-02,7.188695e-01,2.203297e-02,3.981590e-02,5.505224e-03,1.146977e+02,2.732790e+04,1.542149e+02,2.912660e+04,2.536704e-01,8.365607e-01,1.089330e+01,3.860027e+01,1.835017e+01,1.969463e+02,7.163047e-01,2.450458e-02,7.120013e-01,5.741505e-02,3.530125e-01,2.551324e-03
sample12-100rpm-60kx-21,5.949435e-03,15,7.799892e-04,8.137317e-04,1.521987e+03,2413588,1.634351e-01,5.849628e-04,7.882929e-01,1.353173e-02,6.610842e-01,2.395536e-02,2.023767e-02,8.045052e-04,5.988842e+01,1.204599e+04,1.085147e+02,1.062830e+04,2.524221e-01,9.874647e-01,1.215199e+01,5.597303e+01,1.947214e+01,1.128206e+02,6.653827e-01,1.623998e-02,6.528863e-01,6.970529e-02,3.519428e-01,3.850912e-03
sample12-100rpm-60kx-22,6.621351e-03,12,9.848892e-04,9.951587e-04,2.117345e+03,18715200,1.806198e-01,2.456427e-03,7.075277e-01,4.318066e-02,6.611942e-01,4.785888e-02,1.068471e-02,2.488663e-04,1.369111e+02,7.607375e+04,2.080184e+02,7.459588e+04,1.548019e-01,1.513171e+00,1.104091e+01,3.385638e+01,1.969880e+01,3.119230e+02,7.330831e-01,2.238761e-02,7.877963e-01,1.086282e-01,3.443551e-01,2.397641e-03
sample12-100rpm-60kx-24,2.073793e-02,6,1.132085e-03,1.145288e-03,1.326296e+04,656998000,1.478564e-01,2.945531e-03,7.965145e-01,2.780015e-02,5.901392e-01,5.313762e-02,1.591539e-02,8.584294e-04,2.620182e+02,7.807739e+04,3.403983e+02,1.226497e+05,9.621894e-01,5.671009e-02,2.198277e+01,6.837611e+02,4.406221e+01,2.736305e+03,6.589614e-01,1.652866e-02,6.729972e-01,2.018195e-01,3.267877e-01,6.517696e-03
sample12-100rpm-60kx-25,5.555284e-03,17,8.890410e-04,8.792606e-04,1.253960e+03,2044744,1.644633e-01,9.400641e-04,8.762195e-01,8.436464e-03,4.881657e-01,2.686198e-02,1.930026e-02,1.118691e-03,6.758126e+01,7.535434e+03,1.137020e+02,8.000212e+03,8.869456e-01,2.387193e-01,9.416398e+00,2.201690e+01,1.751576e+01,9.811773e+01,7.272927e-01,1.321248e-02,5.796496e-01,1.052982e-01,3.963517e-01,3.550127e-03
sample12-100rpm-60kx-27,3.661793e-03,26,8.083525e-04,7.643406e-04,5.404391e+02,2.348036e+05,1.833221e-01,6.959482e-04,6.712715e-01,4.063999e-02,7.221593e-01,2.961681e-02,6.240993e-03,7.338824e-05,1.254911e+02,1.005261e+04,1.535685e+02,1.064542e+04,-2.736881e-01,5.236529e-01,8.025738e+00,1.144976e+01,1.217863e+01,2.465629e+01,7.277357e-01,7.572663e-03,7.262773e-01,5.973973e-02,3.712517e-01,1.864154e-03
sample12-100rpm-60kx-28,4.132720e-03,23,8.430730e-04,8.303585e-04,6.895004e+02,3.022709e+05,1.725626e-01,7.601293e-04,7.705925e-01,2.112284e-02,6.489546e-01,2.980507e-02,2.943087e-02,7.083477e-03,1.261176e+02,2.201286e+04,1.601312e+02,2.206073e+04,3.393040e-01,6.641680e-01,8.697499e+00,1.559424e+01,1.392018e+01,2.687160e+01,7.039319e-01,1.257372e-02,6.636834e-01,7.289729e-02,3.638017e-01,1.963164e-03
sample12-100rpm-60kx-29,1.128173e-03,6,2.376644e-04,2.283730e-04,7.215237e+02,1.411337e+05,1.690070e-01,6.223875e-04,6.267754e-01,2.608751e-02,8.062135e-01,1.404521e-02,1.438986e-03,7.133183e-07,5.477502e+02,4.002673e+05,5.780130e+02,4.040468e+05,-4.006517e-01,7.248409e-01,9.288833e+00,4.924228e+00,1.467506e+01,1.717302e+01,6.578948e-01,1.535188e-02,7.181255e-01,5.979785e-02,3.474782e-01,5.059745e-04
sample12-100rpm-60kx-3,3.465206e-03,18,6.841410e-04,6.494205e-04,7.387252e+02,8.155422e+05,1.753023e-01,1.105815e-03,7.014736e-01,2.284313e-02,7.328099e-01,1.803182e-02,5.277968e-03,6.114306e-05,1.243525e+02,2.553978e+04,1.587970e+02,2.526997e+04,5.580648e-01,4.500043e-01,8.976160e+00,1.833944e+01,1.396001e+01,4.263002e+01,6.886542e-01,1.770044e-02,7.296325e-01,6.352279e-02,3.533807e-01,1.763185e-03
sample12-100rpm-60kx-30,1.509560e-02,8,1.323292e-03,1.342853e-03,7.240805e+03,262249900,1.569859e-01,3.021426e-03,7.994866e-01,1.935333e-02,6.164815e-01,3.066193e-02,1.704169e-02,6.164484e-04,4.836710e+01,1.020582e+04,1.184633e+02,1.322610e+04,6.280595e-01,3.766381e-01,1.487569e+01,1.730725e+02,3.157619e+01,1.494587e+03,6.800887e-01,2.379657e-02,6.312167e-01,1.169229e-01,3.361218e-01,3.902611e-03
sample12-100rpm-60kx-31,4.299966e-03,19,8.949093e-04,8.636119e-04,8.684359e+02,8.880787e+05,1.613951e-01,9.818204e-04,8.419956e-01,2.796471e-02,5.018971e-01,4.706802e-02,8.735698e-03,7.475858e-05,1.179951e+02,3.900844e+04,1.642985e+02,3.652679e+04,7.901561e-01,4.213725e-01,7.948136e+00,7.023251e+00,1.506123e+01,5.234616e+01,6.990009e-01,1.220878e-02,5.696827e-01,9.789554e-02,3.954911e-01,2.788707e-03
sample12-100rpm-60kx-4,2.304807e-02,9,1.210817e-03,1.267544e-03,9.826943e+03,513703000,1.402554e-01,7.565695e-04,8.453452e-01,1.925915e-02,5.396003e-01,4.934454e-02,3.816709e-02,1.942967e-03,1.092940e+02,1.186098e+04,1.826347e+02,2.687450e+04,3.588041e-01,9.587932e-01,2.010792e+01,9.225582e+02,3.369324e+01,2.241876e+03,6.590340e-01,2.214007e-02,5.150837e-01,6.985885e-02,3.763410e-01,3.291027e-02
sample12-100rpm-60kx-7,1.362903e-02,6,8.895301e-04,9.531028e-04,8.716457e+03,174297400,1.420345e-01,1.901886e-03,8.931890e-01,2.205980e-02,4.367857e-01,5.372576e-02,1.780457e-02,3.605820e-04,1.790750e+02,2.036941e+04,2.788624e+02,3.015825e+04,1.010556e+00,8.878927e-02,1.869526e+01,1.799466e+02,4.050983e+01,1.360186e+03,6.461553e-01,1.041562e-02,4.430523e-01,5.889070e-02,3.729991e-01,7.710094e-03
sample12-100rpm-60kx-8,4.246173e-03,14,7.076141e-04,6.826740e-04,1.163847e+03,2026076,1.754084e-01,1.178267e-03,7.807548e-01,2.993812e-02,6.072895e-01,3.459388e-02,8.510782e-03,1.485166e-04,1.106376e+02,3.019663e+04,1.610404e+02,3.745564e+04,9.009439e-01,4.551530e-01,9.666849e+00,1.455347e+01,1.675913e+01,9.648757e+01,6.927437e-01,1.418144e-02,7.417241e-01,8.093411e-02,3.499258e-01,1.763252e-03
sample12-100rpm-60kx-9,1.684679e-03,3,2.469558e-04,2.420656e-04,2.154876e+03,7496987,1.588751e-01,2.926204e-03,7.338139e-01,7.792185e-02,6.454002e-01,9.987796e-02,1.412279e-03,1.096929e-06,8.517026e+02,2.657461e+05,9.041143e+02,2.760041e+05,-4.490650e-01,1.317106e+00,1.133566e+01,8.980558e+00,2.264163e+01,2.599123e+02,6.337286e-01,3.393243e-02,5.895045e-01,1.026877e-01,3.653514e-01,3.690792e-03
sample12-195rpm-60kx-15,3.016773e-03,22,6.508876e-04,6.098098e-04,5.261946e+02,7.620850e+04,1.943102e-01,5.387811e-04,7.003896e-01,3.098275e-02,7.012115e-01,2.923662e-02,7.213575e-03,7.176429e-05,8.531611e+01,8.675741e+03,1.132245e+02,8.842010e+03,9.202408e-02,6.002004e-01,8.680917e+00,4.067068e+00,1.256290e+01,1.012676e+01,7.829967e-01,5.476084e-03,7.719186e-01,5.221391e-02,3.893796e-01,1.086304e-03
sample12-195rpm-60kx-17,3.366913e-03,28,8.469852e-04,7.927038e-04,4.614240e+02,5.399691e+04,1.826165e-01,6.240229e-04,8.081995e-01,1.122440e-02,6.168084e-01,2.025646e-02,1.605714e-02,6.382235e-04,1.114969e+02,3.677239e+04,1.370823e+02,3.776007e+04,-1.118717e-01,1.004963e+00,7.014467e+00,1.656625e+00,1.178484e+01,8.289401e+00,7.317261e-01,1.299331e-02,7.055772e-01,5.708878e-02,3.869640e-01,3.094838e-03
sample12-195rpm-60kx-19,7.188127e-03,25,1.265588e-03,1.228422e-03,1.103321e+03,3141271,1.625628e-01,1.256437e-03,7.553799e-01,3.111834e-02,6.458259e-01,4.979908e-02,1.565536e-02,3.658939e-04,1.269855e+02,2.163982e+04,1.653183e+02,2.336917e+04,-4.971610e-01,1.003357e+00,8.623565e+00,1.151409e+01,1.591235e+01,1.020784e+02,6.600884e-01,1.012182e-02,6.618577e-01,1.014179e-01,3.544099e-01,2.244676e-03
sample12-195rpm-60kx-2,1.564380e-03,12,4.098000e-04,3.907282e-04,5.002502e+02,1.152629e+05,1.748633e-01,1.913448e-03,7.592374e-01,1.802256e-02,6.744986e-01,1.806900e-02,8.397356e-03,1.065373e-04,1.627145e+02,6.546038e+04,1.899302e+02,6.389948e+04,8.542961e-02,1.206713e+00,7.403604e+00,6.052575e+00,1.204371e+01,1.547306e+01,7.219185e-01,2.418062e-02,7.108362e-01,8.033611e-02,3.580145e-01,2.591883e-03
sample12-195rpm-60kx-20,7.180302e-03,15,8.802386e-04,9.413663e-04,1.836867e+03,10912430,1.603286e-01,1.477556e-03,8.161687e-01,1.770457e-02,5.765957e-01,3.800760e-02,1.174147e-02,5.265316e-04,1.887247e+02,3.597691e+04,2.399043e+02,3.388892e+04,-1.057171e-01,1.162921e+00,9.392952e+00,3.682722e+01,1.853389e+01,2.584159e+02,6.780668e-01,2.292843e-02,6.266232e-01,1.271314e-01,3.670754e-01,2.060341e-03
sample12-195rpm-60kx-23,2.861167e-02,4,1.283192e-03,1.296885e-03,2.744793e+04,2129182000,1.244968e-01,1.460645e-03,7.772510e-01,4.447605e-02,5.639291e-01,5.444617e-02,2.722504e-02,1.091385e-03,5.154724e+02,106283,6.864249e+02,1.771115e+05,2.798959e-01,1.870721e+00,3.536134e+01,1.050600e+03,6.891225e+01,5.317398e+03,5.630684e-01,1.089074e-02,5.778506e-01,1.480447e-01,2.832342e-01,1.881095e-03
sample12-195rpm-60kx-24,3.633967e-02,5,1.533571e-03,1.587364e-03,2.788929e+04,2646146000,1.432324e-01,2.804899e-03,8.664803e-01,1.911662e-02,4.948219e-01,2.927906e-02,3.253905e-02,1.161536e-03,2.621118e+02,1.670275e+05,5.614080e+02,2.050428e+05,2.008213e-01,1.438078e+00,3.896434e+01,1.459328e+03,6.713630e+01,5.462691e+03,5.976297e-01,3.183894e-02,5.134505e-01,2.376038e-02,3.170131e-01,7.291372e-03
sample12-195rpm-60kx-25,2.453421e-03,12,5.115165e-04,4.934227e-04,7.845437e+02,5.169869e+05,1.672162e-01,9.727954e-04,7.705830e-01,3.757195e-02,6.033749e-01,5.195964e-02,6.071540e-03,9.686692e-05,1.456891e+02,3.504160e+04,1.956969e+02,3.398757e+04,1.805670e-02,1.413853e+00,8.036088e+00,8.876316e+00,1.433983e+01,4.810613e+01,6.956996e-01,5.459840e-03,6.535895e-01,1.072369e-01,3.715771e-01,1.689683e-03
sample12-195rpm-60kx-26,1.859504e-02,11,1.643601e-03,1.656805e-03,6.486805e+03,205718600,1.473141e-01,1.782489e-03,7.589013e-01,3.162352e-02,6.617732e-01,4.072648e-02,3.914093e-02,4.186876e-03,1.140955e+02,3.635954e+04,1.725615e+02,4.347186e+04,1.255365e-01,1.231079e+00,1.701726e+01,2.187033e+02,3.161881e+01,1.171571e+03,6.340357e-01,1.229003e-02,6.473479e-01,8.541966e-02,3.194132e-01,8.040505e-03
sample12-195rpm-60kx-28,9.579442e-03,9,1.001516e-03,1.009829e-03,4.084360e+03,38315390,1.540006e-01,1.837597e-03,8.650375e-01,2.127285e-02,4.527233e-01,5.079063e-02,1.095080e-02,2.139306e-04,2.299126e+02,6.153926e+04,3.328714e+02,5.760392e+04,-8.861033e-01,8.382791e-01,1.222971e+01,3.956351e+01,2.887700e+01,5.244872e+02,6.840469e-01,1.367421e-02,4.679293e-01,7.125818e-02,3.876227e-01,2.980935e-03
sample12-195rpm-60kx-29,1.723312e-03,13,3.887721e-04,3.633430e-04,5.086825e+02,3.068796e+05,1.877674e-01,6.328767e-04,7.428288e-01,1.626123e-02,6.830060e-01,1.834131e-02,2.827305e-03,1.219814e-05,1.049541e+02,1.136858e+04,1.303686e+02,1.081581e+04,2.087624e-01,1.121745e+00,7.262164e+00,9.326301e+00,1.160139e+01,2.960356e+01,7.480631e-01,8.455948e-03,8.764837e-01,9.599007e-02,3.504631e-01,2.610169e-03
sample12-195rpm-60kx-31,1.403492e-03,8,2.943909e-04,2.885227e-04,6.732032e+02,1.827757e+05,1.693586e-01,6.416012e-04,8.017349e-01,1.510555e-02,6.132894e-01,2.755494e-02,2.601713e-02,9.660741e-04,2.007274e+02,2.414099e+05,2.392074e+02,2.344834e+05,7.987676e-02,1.076182e+00,8.656089e+00,8.998595e+00,1.395265e+01,2.241243e+01,6.680636e-01,6.815437e-03,6.201314e-01,3.941331e-02,3.733870e-01,2.988723e-03
sample12-195rpm-60kx-36,4.324417e-03,8,6.078537e-04,5.995403e-04,2.074263e+03,12588280,1.570447e-01,1.616962e-03,8.223817e-01,1.715441e-02,6.040601e-01,3.283989e-02,1.067533e-02,4.391055e-04,3.126596e+02,1.979732e+05,3.799687e+02,1.752431e+05,-4.648038e-01,9.623132e-01,1.086628e+01,5.512107e+01,1.994922e+01,2.997566e+02,6.329575e-01,2.476292e-02,5.483590e-01,5.551628e-02,3.687187e-01,3.228956e-03
sample12-195rpm-60kx-38,9.867475e-03,6,7.178835e-04,7.154384e-04,6.310752e+03,59729350,1.553433e-01,1.397851e-03,7.597104e-01,3.302114e-02,6.656671e-01,8.008940e-02,9.906638e-03,1.541211e-04,8.049228e+01,5.373625e+03,1.709376e+02,1.250350e+04,-2.835451e-01,1.055738e+00,2.187140e+01,3.045589e+02,3.654077e+01,8.082563e+02,6.661348e-01,9.221589e-03,6.240476e-01,7.565761e-02,3.405591e-01,6.572997e-03
sample12-195rpm-60kx-39,5.047191e-03,14,8.137317e-04,7.956379e-04,1.383401e+03,4965699,1.570153e-01,9.776511e-04,8.191648e-01,2.177177e-02,5.613433e-01,4.342272e-02,1.820523e-02,3.525159e-04,8.821847e+01,2.948712e+04,1.341928e+02,3.189786e+04,-7.333612e-01,9.262544e-01,8.977276e+00,1.800587e+01,1.742853e+01,1.471041e+02,6.746746e-01,8.682601e-03,5.983983e-01,9.551647e-02,3.525473e-01,1.846537e-03
sample12-195rpm-60kx-42,5.100005e-03,13,8.851289e-04,8.665460e-04,1.505406e+03,4501464,1.531748e-01,1.728320e-03,7.731441e-01,2.423082e-02,6.215861e-01,3.929194e-02,1.068435e-02,2.378162e-04,8.888662e+01,1.547217e+04,1.429337e+02,1.624816e+04,-2.594282e-01,7.328991e-01,8.918030e+00,1.736275e+01,1.803304e+01,1.668280e+02,6.483568e-01,1.699357e-02,6.248711e-01,1.002294e-01,3.487601e-01,2.283867e-03
sample12-195rpm-60kx-45,2.052912e-03,12,4.723947e-04,4.469656e-04,6.564709e+02,4.747892e+05,1.724804e-01,1.062091e-03,7.357367e-01,2.993334e-02,6.514516e-01,3.741917e-02,8.989918e-03,1.933062e-04,1.838607e+02,1.221185e+05,2.162939e+02,1.196627e+05,-1.998258e-01,8.660223e-01,7.929995e+00,6.118175e+00,1.323949e+01,3.673863e+01,6.833544e-01,1.278403e-02,6.628468e-01,8.045355e-02,3.715309e-01,4.083566e-03
sample12-195rpm-60kx-47,5.066262e-03,9,9.022446e-04,8.905081e-04,2.160088e+03,8891526,1.384666e-01,1.932036e-03,8.716091e-01,3.448854e-02,4.124847e-01,7.845930e-02,1.058775e-02,2.139524e-04,1.339673e+02,4.610463e+04,2.246362e+02,4.025705e+04,-1.302284e+00,5.898843e-02,9.559232e+00,7.913664e+00,2.258653e+01,1.996042e+02,6.292288e-01,1.325464e-02,4.073002e-01,8.012386e-02,3.926472e-01,3.748117e-03
sample12-195rpm-60kx-49,1.624040e-03,8,3.604088e-04,3.814367e-04,7.789923e+02,2.332292e+05,1.516477e-01,1.674252e-03,8.498146e-01,3.890627e-02,4.777465e-01,4.958624e-02,2.514408e-02,1.260115e-03,2.148772e+02,6.682992e+04,2.597281e+02,6.709622e+04,-9.939834e-01,5.780208e-01,7.685295e+00,5.414954e+00,1.502175e+01,2.549483e+01,6.268020e-01,2.569277e-02,4.620359e-01,9.180209e-02,3.842501e-01,1.520649e-03
sample12-195rpm-60kx-50,2.140936e-03,15,5.936721e-04,5.667759e-04,5.476950e+02,2.098117e+05,1.511919e-01,1.328153e-03,7.642986e-01,2.885673e-02,6.461955e-01,3.243981e-02,2.221843e-02,4.897054e-03,2.335560e+02,7.679438e+04,2.671978e+02,7.503685e+04,2.805148e-01,9.774874e-01,6.693923e+00,1.391609e+01,1.240711e+01,2.185752e+01,6.074866e-01,1.853472e-02,6.122986e-01,7.032926e-02,3.363646e-01,2.512415e-03
sample12-195rpm-60kx-52,6.815981e-03,9,8.460071e-04,8.494303e-04,2.906111e+03,36197440,1.615278e-01,2.321051e-03,8.059059e-01,5.211723e-02,5.430614e-01,6.850087e-02,3.477060e-02,3.045133e-03,1.214185e+02,1.816516e+04,1.739085e+02,1.351617e+04,-7.877232e-01,2.714415e-01,1.123831e+01,3.993593e+01,2.283672e+01,4.539693e+02,6.823357e-01,2.293477e-02,5.514979e-01,1.412412e-01,3.946228e-01,1.526088e-03
sample12-195rpm-60kx-6,1.090518e-03,7,2.699399e-04,2.679838e-04,5.978071e+02,2.750274e+05,1.598020e-01,5.082779e-04,6.724331e-01,4.308140e-02,7.799160e-01,4.116268e-02,1.361521e-03,7.026727e-07,5.319547e+02,9.427762e+04,5.613148e+02,100707,1.091648e-01,1.270789e+00,7.422244e+00,8.913131e+00,1.292322e+01,2.715801e+01,6.259530e-01,6.133213e-03,6.832242e-01,1.776659e-02,3.134662e-01,9.825992e-04
sample12-195rpm-60kx-7,1.099320e-03,10,3.031933e-04,2.870556e-04,4.218427e+02,1.279561e+05,1.808155e-01,1.488034e-03,7.102580e-01,1.188146e-02,7.384519e-01,1.258865e-02,1.976493e-03,5.741105e-06,2.043402e+02,2.093116e+04,2.304435e+02,2.112056e+04,4.005483e-01,2.925788e-01,7.177292e+00,3.020047e+00,1.098183e+01,1.519573e+01,7.570828e-01,1.560533e-02,7.392223e-01,2.352304e-02,3.602974e-01,2.976328e-03
sample12-195rpm-60kx-8,3.893100e-03,45,1.297863e-03,1.209350e-03,3.319781e+02,2.825844e+04,1.624706e-01,7.235130e-04,7.327132e-01,2.435678e-02,6.783685e-01,1.780566e-02,5.590404e-03,2.129352e-05,1.120055e+02,7.459053e+03,1.345712e+02,7.693985e+03,5.073858e-03,6.549839e-01,6.120485e+00,3.782146e+00,1.000426e+01,5.713623e+00,6.753185e-01,6.851229e-03,6.581817e-01,5.121466e-02,3.498269e-01,2.446843e-03
sample12-195rpm-60kx-9,1.097706e-02,114,3.504817e-03,3.279867e-03,3.694943e+02,2.895536e+04,1.627201e-01,7.587814e-04,7.382413e-01,2.482481e-02,6.795645e-01,2.788989e-02,2.520780e-02,4.608764e-04,5.133384e+01,2.457256e+03,7.563975e+01,2.495843e+03,1.976196e-01,7.089778e-01,6.339766e+00,2.429075e+00,1.059531e+01,5.400446e+00,6.831093e-01,9.536402e-03,6.762045e-01,5.168549e-02,3.432960e-01,2.166229e-03
sample12-20rpm-60kx-1,1.055797e-02,13,1.377573e-03,1.399090e-03,3.116474e+03,23329150,1.419547e-01,1.741013e-03,8.050828e-01,1.788627e-02,5.987175e-01,2.660234e-02,3.982481e-02,1.593039e-03,4.267838e+01,6.877085e+03,9.568122e+01,7.554504e+03,-6.830927e-01,9.611610e-01,1.327993e+01,5.930678e+01,2.530458e+01,3.809897e+02,5.907427e-01,9.570382e-03,5.738614e-01,8.386066e-02,3.246296e-01,6.237418e-03
sample12-20rpm-60kx-18,6.565113e-03,7,5.256981e-04,5.266761e-04,3.598906e+03,29444220,1.647940e-01,7.371562e-04,7.711734e-01,1.177357e-02,6.526709e-01,2.177146e-02,9.011257e-03,9.577892e-05,4.340574e+01,2.826014e+03,9.470767e+01,2.167889e+03,1.206666e-01,5.465476e-01,1.674565e+01,2.236071e+02,2.685823e+01,4.949034e+02,6.885648e-01,1.772414e-02,6.452796e-01,7.439012e-02,3.509503e-01,1.458686e-03
sample12-20rpm-60kx-20,4.898528e-03,7,6.024744e-04,6.191012e-04,2.685307e+03,12508860,1.510268e-01,1.243463e-03,8.056560e-01,2.722647e-02,6.058608e-01,6.042508e-02,8.925494e-03,9.318277e-05,3.455183e+02,217370,4.079206e+02,221298,-3.681663e-01,4.905997e-02,1.348684e+01,7.489775e+01,2.413010e+01,3.179144e+02,6.141245e-01,3.222849e-03,4.702166e-01,3.891044e-02,3.682232e-01,1.355289e-03
sample12-20rpm-60kx-21,3.537581e-03,25,7.755880e-04,7.408675e-04,5.429912e+02,1.076833e+05,1.907812e-01,5.416484e-04,6.967881e-01,2.703587e-02,7.104667e-01,2.648158e-02,2.071070e-02,1.668995e-03,7.460754e+01,2.076055e+04,1.036923e+02,2.040076e+04,-2.253936e-01,6.035582e-01,8.387675e+00,4.669499e+00,1.260906e+01,1.442817e+01,7.515650e-01,6.891569e-03,7.370317e-01,6.714129e-02,3.794185e-01,1.558354e-03
